"T1ID","T1occ","T1occ_3_TEXT","T1finstrain_1","T1finstrain_2","T1finstrain_3","T1quitint_1","T1quitint_2","T1quitint_3","T1concom_1","T1concom_2","T1concom_3","T1affcom_1","T1affcom_2","T1affcom_3","T1employees","T1coown","T1indu","T1indu_7_TEXT","T1locat","T1age_1","T1gender","T1lang","T1lang_2_TEXT","T1edu","T1edu_6_TEXT","T1PROLIFIC_PID","ID","T1timebuiss","T2occ","T2occ_3_TEXT","T2quit","T2quitfinstrain","T2quitfinstrain_3_TEXT","T2currententre","T2finstrain_1","T2finstrain_2","T2finstrain_3","T2quitint_1","T2quitint_2","T2quitint_3","T2concom_1","T2concom_2","T2concom_3","T2affcom_1","T2affcom_2","T2affcom_3"
"5e33cd65334b21391ea61205",2,"",4,2,4,2,1,1,1,5,4,5,5,4,2,1,7,"Jewellery",185,43,2,1,"",5,"","5e33cd65334b21391ea61205",51,3226,2,"",1,NA,"",NA,4,4,4,4,2,2,1,4,5,2,4,2
"60be5cb81de91fc787d3c59c",2,"",4,1,1,2,1,1,2,2,3,2,3,4,2,2,4,"",185,23,2,1,"",4,"","60be5cb81de91fc787d3c59c",52,182,2,"",1,NA,"",NA,4,2,2,3,2,3,1,1,3,4,5,4
"6028f3b67d97d2265f803f3c",1,"",3,2,3,3,3,3,3,5,5,3,5,3,1,2,7,"food service",185,40,2,1,"",4,"","6028f3b67d97d2265f803f3c",60,4138,1,"",1,NA,"",NA,5,2,2,4,3,3,3,5,5,2,5,3
"5b4915add4c93b00019beed6",1,"",3,2,4,1,3,2,4,4,4,4,5,4,2,2,1,"",185,33,2,1,"",3,"","5b4915add4c93b00019beed6",61,1400,2,"",1,NA,"",NA,4,4,4,2,2,2,4,4,4,4,4,4
"60bb328d08294ea7c26231b2",2,"",3,2,2,1,2,1,2,2,2,4,4,4,2,1,2,"",185,44,2,1,"",4,"","60bb328d08294ea7c26231b2",63,762,2,"",1,NA,"",NA,2,2,2,2,2,2,2,2,2,4,4,4
"605e5fc57ba58c968de8d8ee",1,"",3,3,4,2,2,1,5,5,4,4,5,3,2,1,3,"",185,45,1,2,"Greek",5,"","605e5fc57ba58c968de8d8ee",64,3165,1,"",1,NA,"",NA,4,3,4,2,3,1,5,5,4,4,5,3
"5c7aa97a6b5631001745891f",1,"",3,2,2,2,2,2,2,2,2,4,4,5,2,1,1,"",185,38,2,1,"",4,"","5c7aa97a6b5631001745891f",65,1522,1,"",1,NA,"",NA,2,1,2,1,2,1,2,3,2,5,5,4
"607ea4caa8927b9ec56da4dd",1,"",4,4,4,4,3,3,4,5,4,4,4,3,2,1,7,"Writing services",185,23,2,1,"",2,"","607ea4caa8927b9ec56da4dd",66,457,1,"",1,NA,"",NA,5,3,4,1,1,1,5,5,5,4,5,4
"5f7c9a31d0b9680f0bfa6162",1,"",4,4,4,1,1,1,2,4,3,5,5,5,2,1,7,"Pet services",185,57,2,1,"",4,"","5f7c9a31d0b9680f0bfa6162",69,61,1,"",1,NA,"",NA,5,3,4,1,1,1,2,3,3,5,5,5
"566d549ed408ea00051a2a68",1,"",4,3,3,3,2,1,4,2,4,5,5,4,1,2,1,"",185,37,2,1,"",4,"","566d549ed408ea00051a2a68",70,4383,2,"",1,NA,"",NA,4,3,3,4,4,1,5,2,4,5,5,5
"60be350a53fb7660df9a938f",2,"",4,4,5,2,4,1,2,4,5,3,2,2,2,1,2,"",185,41,2,1,"",4,"","60be350a53fb7660df9a938f",71,4110,2,"",1,NA,"",NA,4,4,5,4,1,1,4,4,4,2,2,4
"57826c6bad1a6c00014659bb",1,"",4,4,4,3,2,2,3,5,4,3,2,2,2,1,1,"",185,49,1,1,"",4,"","57826c6bad1a6c00014659bb",72,882,1,"",1,NA,"",NA,4,4,4,4,4,3,2,4,4,3,4,3
"6048cd924e9f502c42d5faf5",1,"",5,4,4,2,4,3,3,2,2,4,4,4,2,1,7,"Design",185,29,1,1,"",4,"","6048cd924e9f502c42d5faf5",75,3165,1,"",1,NA,"",NA,2,4,3,3,4,3,4,3,4,4,4,4
"5eac1fb4c4ed4506776788b6",2,"",5,4,4,2,3,2,1,2,5,4,5,4,2,1,4,"",185,38,2,1,"",4,"","5eac1fb4c4ed4506776788b6",76,3042,2,"",1,NA,"",NA,5,4,4,2,2,2,1,1,2,4,5,3
"564f52ab9b124900107eb516",1,"",4,2,4,4,4,2,4,3,2,4,5,4,2,1,4,"",185,44,1,2,"German",4,"","564f52ab9b124900107eb516",77,5449,1,"",1,NA,"",NA,4,1,3,2,2,2,2,3,2,4,4,3
"5fbe3cca89f2c20cb19d5efd",1,"",3,4,5,3,4,5,3,1,1,3,4,3,1,1,5,"",185,36,1,1,"",4,"","5fbe3cca89f2c20cb19d5efd",81,1004,2,"",1,NA,"",NA,4,4,4,3,4,1,4,4,4,2,4,3
"5f0848afabfd7d024c2eb3ad",1,"",1,1,1,1,1,1,1,4,4,5,5,5,2,1,2,"",185,44,2,1,"",4,"","5f0848afabfd7d024c2eb3ad",82,3653,1,"",1,NA,"",NA,1,1,1,1,1,1,3,4,4,5,5,5
"5a4fa20276d1c60001aa8d00",2,"",5,5,5,1,1,1,5,5,5,4,4,4,2,1,1,"",185,29,2,1,"",3,"","5a4fa20276d1c60001aa8d00",83,731,2,"",1,NA,"",NA,4,5,5,1,1,1,5,5,5,4,4,4
"5e7bc109faba750e04129ef3",1,"",4,1,1,1,1,1,5,5,5,4,5,4,1,2,6,"",185,51,2,1,"",4,"","5e7bc109faba750e04129ef3",84,4534,2,"",1,NA,"",NA,4,1,1,1,1,1,5,4,4,5,5,5
"5cf9692aafd8f40001760b8b",1,"",4,3,4,4,4,4,3,4,4,4,5,4,2,1,2,"",185,53,2,1,"",4,"","5cf9692aafd8f40001760b8b",86,4687,1,"",1,NA,"",NA,4,4,4,4,4,3,3,4,4,4,4,4
"5d9db80fad89d50017a880e6",1,"",5,1,1,1,1,1,4,2,1,5,5,5,2,1,1,"",185,41,1,1,"",4,"","5d9db80fad89d50017a880e6",88,517,1,"",1,NA,"",NA,4,2,4,1,1,1,5,2,4,5,5,5
"60be1d159feabf1e66247dd0",1,"",2,1,2,1,1,1,1,5,2,4,5,4,2,1,7,"Illustration",185,47,1,1,"",4,"","60be1d159feabf1e66247dd0",89,609,1,"",1,NA,"",NA,4,1,2,1,1,1,2,5,5,5,5,4
"5fcd542eaae247c7788f362e",1,"",3,3,3,3,3,4,3,3,4,3,3,4,1,1,3,"",185,32,1,1,"",2,"","5fcd542eaae247c7788f362e",90,1247,1,"",1,NA,"",NA,3,3,2,2,3,2,3,4,4,3,4,2
"5eb1279ffc03e81f0f614051",1,"",3,2,2,1,2,1,3,3,5,5,5,5,2,2,4,"",185,34,2,2,"Filipino",4,"","5eb1279ffc03e81f0f614051",93,1581,1,"",1,NA,"",NA,2,1,1,1,1,1,3,4,4,5,5,4
"5be4a9fd8bfa990001b328c0",1,"",4,3,4,2,4,2,4,4,4,5,5,5,1,1,7,"Consulting",185,25,1,1,"",4,"","5be4a9fd8bfa990001b328c0",94,1947,1,"",1,NA,"",NA,4,4,2,1,1,1,5,5,5,5,5,4
"58c57df83783090001b49acb",1,"",5,5,5,4,3,2,4,4,4,2,2,3,2,1,1,"",185,38,2,1,"",4,"","58c57df83783090001b49acb",95,1339,1,"",1,NA,"",NA,5,4,4,4,2,2,4,4,4,1,2,2
"5f10b184872b6411c2a95412",1,"",3,2,2,1,2,1,5,5,5,5,5,5,2,1,3,"",185,39,2,1,"",3,"","5f10b184872b6411c2a95412",96,2496,1,"",1,NA,"",NA,4,2,3,4,4,4,3,4,4,4,4,3
"5e22e7bbd727e957d3337b47",1,"",3,4,4,3,2,1,3,4,4,4,5,4,2,1,1,"",185,53,1,1,"",4,"","5e22e7bbd727e957d3337b47",99,670,1,"",1,NA,"",NA,5,4,4,4,2,1,4,5,5,5,5,5
"5c598b3704bbff000140a506",2,"",1,1,1,1,3,3,2,4,3,4,4,3,1,2,7,"Personal services",185,24,2,1,"",4,"","5c598b3704bbff000140a506",100,2100,2,"",1,NA,"",NA,3,2,2,2,2,2,2,1,1,4,3,3
"5d13cc6dbe89fb001ae95f4c",2,"",4,3,3,3,4,2,2,3,4,3,1,2,1,2,7,"Tourism",185,26,2,1,"",4,"","5d13cc6dbe89fb001ae95f4c",101,731,2,"",1,NA,"",NA,2,4,4,3,3,2,2,4,4,3,4,3
"5e2f25778028224e8c99915c",1,"",4,4,4,4,2,2,2,3,4,2,4,3,2,1,7,"Art",185,45,2,1,"",4,"","5e2f25778028224e8c99915c",102,457,1,"",1,NA,"",NA,5,5,5,5,5,4,2,5,4,2,4,4
"5e909d9ac9ce2503b2650797",1,"",4,5,5,2,2,1,5,5,5,3,4,2,2,1,7,"pet",185,40,2,1,"",3,"","5e909d9ac9ce2503b2650797",106,1887,1,"",1,NA,"",NA,5,5,5,1,1,1,4,4,5,3,4,3
"5d2464b812b27400011db6e7",2,"",4,4,4,1,1,1,4,4,5,5,5,5,2,1,7,"Printmaking/Bookbinding/Design",185,36,2,1,"",5,"","5d2464b812b27400011db6e7",111,1247,1,"",1,NA,"",NA,5,4,5,1,1,1,4,4,4,4,5,4
"60bf5ea1329eb949a50e5761",1,"",4,3,4,3,2,1,4,4,4,4,4,4,2,1,6,"",185,34,1,1,"",3,"","60bf5ea1329eb949a50e5761",112,792,1,"",1,NA,"",NA,4,4,4,3,3,3,4,4,4,4,4,4
"5b2939c07f78160001466f4a",1,"",2,1,1,1,1,1,5,5,5,4,5,3,2,2,4,"",185,52,2,1,"",2,"","5b2939c07f78160001466f4a",113,5875,1,"",1,NA,"",NA,1,2,3,1,1,1,4,5,3,3,5,3
"5f994df060b2c202d9aea6ae",1,"",4,5,5,2,2,2,4,5,5,5,5,5,2,1,7,"Creative industry",185,28,2,1,"",6,"Master's Degree","5f994df060b2c202d9aea6ae",116,396,2,"",1,NA,"",NA,5,4,5,4,3,3,2,5,5,5,5,5
"5edd44a1f800d10bb83486e1",2,"",4,2,3,3,3,1,3,2,4,4,3,4,1,2,2,"",185,26,1,1,"",4,"","5edd44a1f800d10bb83486e1",117,1127,1,"",1,NA,"",NA,4,4,4,3,3,2,3,4,4,4,4,4
"59ef0f7cac0af70001b37077",1,"",3,1,1,2,1,1,3,3,3,5,5,5,2,1,4,"",185,30,2,1,"",2,"","59ef0f7cac0af70001b37077",118,851,1,"",1,NA,"",NA,3,2,2,2,2,2,4,4,4,5,5,4
"60bcfd325d6d170c712da0f6",2,"",3,4,5,4,2,2,1,1,1,4,4,3,2,1,2,"",185,25,2,1,"",3,"","60bcfd325d6d170c712da0f6",121,639,2,"",1,NA,"",NA,3,4,5,4,4,2,2,2,4,4,5,3
"5dec072f8b29322ed67cb005",1,"",2,1,1,1,2,2,2,3,4,5,5,4,2,1,1,"",185,33,1,1,"",4,"","5dec072f8b29322ed67cb005",122,1673,1,"",1,NA,"",NA,1,1,1,4,4,4,2,3,4,5,5,4
"5ccc72c54c05a40015fe81b2",1,"",5,5,5,5,4,4,2,4,5,5,4,4,2,1,3,"",185,39,2,1,"",5,"","5ccc72c54c05a40015fe81b2",123,1400,2,"",1,NA,"",NA,5,3,5,4,2,2,2,2,3,4,4,4
"5d5ad205a69ee60001437cdd",2,"",2,2,4,2,2,2,2,4,4,4,4,3,2,1,7,"Decorative",185,35,2,1,"",4,"","5d5ad205a69ee60001437cdd",124,1431,2,"",1,NA,"",NA,2,2,4,2,2,2,2,4,4,4,4,4
"5e8b1da223db8a7c65a94167",1,"",5,5,5,5,4,3,4,5,5,2,2,3,2,1,7,"Design",185,36,2,2,"polish",3,"","5e8b1da223db8a7c65a94167",126,1887,1,"",1,NA,"",NA,5,5,5,4,4,4,3,4,4,2,3,2
"5ea096efef1e8807aafbdc22",1,"",4,2,2,2,2,2,4,4,4,4,4,4,2,1,2,"",185,56,2,1,"",2,"","5ea096efef1e8807aafbdc22",127,396,1,"",1,NA,"",NA,4,4,4,2,2,2,4,4,4,4,4,4
"6077ed871eef6590d2aab4c9",1,"",4,2,4,2,1,1,4,2,4,4,5,4,2,1,7,"cleaning",185,35,2,1,"",6,"college A2 Level","6077ed871eef6590d2aab4c9",128,1216,1,"",1,NA,"",NA,4,2,2,2,1,1,4,2,3,4,5,4
"60a8fe072e5aace42a34564c",2,"",4,4,4,1,1,1,4,2,2,5,5,5,2,1,4,"",185,53,2,1,"",6,"Some university","60a8fe072e5aace42a34564c",130,1247,2,"",1,NA,"",NA,4,4,5,1,1,1,2,2,1,5,5,5
"5edec1fe543b8816c672b069",1,"",3,2,4,1,2,1,2,2,3,5,3,4,2,1,1,"",185,27,1,1,"",4,"","5edec1fe543b8816c672b069",131,396,1,"",1,NA,"",NA,2,2,3,1,2,1,4,5,4,5,4,4
"5f6a026bc836980366729c1a",1,"",2,1,1,1,2,1,5,5,5,5,5,4,1,1,7,"Hospitality",185,34,1,1,"",2,"","5f6a026bc836980366729c1a",133,1461,1,"",1,NA,"",NA,3,1,2,1,1,1,5,3,4,5,5,4
"5e404b1dd9609428b4a352c6",1,"",3,1,1,1,1,1,3,4,4,3,5,3,2,1,3,"",185,40,2,2,"Polish",4,"","5e404b1dd9609428b4a352c6",134,4018,1,"",1,NA,"",NA,1,1,1,1,1,1,3,4,4,4,5,3
"5ec81bb3ae39ce2e27c235cb",1,"",5,5,5,5,4,4,5,5,5,4,4,2,2,1,1,"",185,23,2,1,"",3,"","5ec81bb3ae39ce2e27c235cb",135,212,1,"",1,NA,"",NA,5,5,5,2,4,1,4,5,5,4,5,4
"5d5adb06731a9b0019695da5",1,"",5,4,4,2,1,1,4,5,5,5,5,5,1,2,7,"Industrial design",185,28,1,1,"",6,"Masters degree","5d5adb06731a9b0019695da5",137,851,1,"",1,NA,"",NA,5,4,5,2,3,2,4,5,5,4,5,4
"60b87f13b4031dd21417526a",2,"",2,4,4,4,4,2,5,1,4,2,3,3,1,2,5,"",185,30,1,1,"",4,"","60b87f13b4031dd21417526a",139,1826,1,"",1,NA,"",NA,2,2,4,5,4,4,1,1,1,1,1,4
"5e4d5381c5482e023caab343",1,"",2,3,3,1,2,1,4,4,4,5,5,5,2,1,3,"",185,32,2,1,"",4,"","5e4d5381c5482e023caab343",140,1004,1,"",1,NA,"",NA,2,4,4,4,4,2,4,4,5,4,4,4
"5c7148997de1dd0001e31dd7",2,"",4,2,2,2,2,1,4,4,4,5,5,5,2,1,3,"",185,54,2,1,"",4,"","5c7148997de1dd0001e31dd7",141,1612,2,"",1,NA,"",NA,4,2,2,2,1,1,2,4,4,4,4,4
"5e18a90788bbb5000b1fa144",1,"",5,4,5,4,4,4,4,4,4,4,4,2,2,1,4,"",185,36,2,1,"",4,"","5e18a90788bbb5000b1fa144",147,1581,1,"",1,NA,"",NA,5,4,4,5,5,4,2,3,3,4,3,3
"59ee565b6100f9000194abbf",1,"",4,2,4,2,1,1,5,4,4,4,5,4,2,1,3,"",185,54,1,2,"Portuguese",4,"","59ee565b6100f9000194abbf",148,3773,1,"",1,NA,"",NA,5,4,5,4,4,2,4,5,5,4,5,4
"5b2509947f7816000145fa13",1,"",2,1,1,1,1,1,4,3,4,5,5,5,2,1,3,"",185,27,2,1,"",4,"","5b2509947f7816000145fa13",150,1492,1,"",1,NA,"",NA,2,1,2,1,1,1,4,4,4,4,5,4
"60ba3ebfc9057bd9ad6c8cfa",2,"",4,4,3,2,3,1,4,3,4,5,5,5,1,2,7,"Entertainment",185,42,2,2,"German",3,"","60ba3ebfc9057bd9ad6c8cfa",152,792,1,"",1,NA,"",NA,4,3,4,3,4,2,4,2,3,1,4,4
"6064e5d663dd954062fdd23d",1,"",4,5,5,2,1,1,5,5,5,5,5,5,2,1,3,"",185,30,2,1,"",4,"","6064e5d663dd954062fdd23d",154,1734,1,"",1,NA,"",NA,5,3,3,2,1,1,5,5,5,5,5,5
"5ed18d516f7b8e0e377758fa",1,"",4,2,2,1,1,1,2,2,3,5,5,5,2,1,3,"",185,43,2,1,"",4,"","5ed18d516f7b8e0e377758fa",156,1461,1,"",1,NA,"",NA,4,4,4,2,1,1,4,4,4,4,4,4
"5f10d52a0878f040805d21cc",1,"",4,3,5,2,2,1,4,4,4,3,4,2,2,1,3,"",185,22,2,1,"",4,"","5f10d52a0878f040805d21cc",158,335,2,"",1,NA,"",NA,1,1,3,5,5,2,1,1,1,4,5,3
"5cdd2c1d19e7dc00019715eb",1,"",4,4,4,1,1,1,5,5,5,5,5,5,2,1,7,"Artisan",185,52,2,1,"",3,"","5cdd2c1d19e7dc00019715eb",159,1369,1,"",1,NA,"",NA,5,2,2,1,1,1,5,4,5,5,5,5
"5e283f576dbb560114ac7714",1,"",4,1,1,1,1,1,4,5,5,1,5,5,1,1,6,"",185,41,1,1,"",3,"","5e283f576dbb560114ac7714",160,7244,1,"",1,NA,"",NA,4,1,1,1,1,1,5,5,5,5,5,5
"5db1b1b6cd3329000ba29566",1,"",4,2,3,2,2,2,4,4,5,3,4,3,2,1,2,"",185,51,2,1,"",4,"","5db1b1b6cd3329000ba29566",161,2435,1,"",1,NA,"",NA,4,2,3,2,2,1,3,4,4,4,4,3
"60687d0766afe040543173dc",1,"",1,1,2,1,1,1,4,4,4,4,5,4,2,1,6,"",185,45,2,1,"",4,"","60687d0766afe040543173dc",162,1887,1,"",1,NA,"",NA,4,2,3,1,1,1,4,4,4,4,5,4
"5fb281e517f4eb8684e2ae21",1,"",4,2,2,2,1,1,4,4,4,3,4,1,2,1,6,"",185,25,2,1,"",3,"","5fb281e517f4eb8684e2ae21",163,1612,2,"",1,NA,"",NA,4,2,2,4,5,5,2,2,4,4,4,2
"5fe91576d92c4a04b0eec0a0",1,"",5,1,1,2,1,1,4,4,5,3,4,4,2,1,7,"Media",185,31,1,2,"Polish",4,"","5fe91576d92c4a04b0eec0a0",164,2983,1,"",1,NA,"",NA,5,1,2,5,1,5,2,5,4,5,5,4
"5e6627a7ef80c639ac28b01a",2,"",3,1,2,3,1,1,1,3,2,5,5,4,1,1,7,"Services",185,33,2,1,"",6,"Masters","5e6627a7ef80c639ac28b01a",166,1461,2,"",1,NA,"",NA,5,3,3,4,3,4,4,3,3,2,5,4
"5e1e26df2fa56205f847c84d",1,"",1,1,1,1,1,1,4,4,4,5,5,4,2,1,3,"",185,53,2,1,"",4,"","5e1e26df2fa56205f847c84d",167,7670,1,"",1,NA,"",NA,2,1,2,1,1,1,4,5,4,5,5,4
"5a4e95373646f90001741ad8",1,"",5,2,4,1,2,1,5,4,5,5,5,5,1,1,4,"",185,33,2,1,"",3,"","5a4e95373646f90001741ad8",168,1796,1,"",1,NA,"",NA,4,2,4,2,2,1,5,2,2,5,4,5
"5c74e7dff4e2ff0001d0f178",1,"",3,1,1,3,3,1,1,1,5,3,4,3,2,1,3,"",185,33,2,1,"",4,"","5c74e7dff4e2ff0001d0f178",169,1826,1,"",1,NA,"",NA,4,4,4,1,1,1,5,4,5,3,3,3
"6048c443f28cf6b66464af0b",1,"",4,2,3,3,1,1,4,5,5,3,4,3,2,1,3,"",185,48,2,1,"",6,"BTEC 6","6048c443f28cf6b66464af0b",170,5206,1,"",1,NA,"",NA,4,2,3,4,2,2,3,5,5,3,4,3
"5ed7eeb23bd5ce10aa564cd2",2,"",3,4,4,2,4,2,4,5,5,5,5,4,1,1,4,"",185,38,2,1,"",4,"","5ed7eeb23bd5ce10aa564cd2",173,974,2,"",1,NA,"",NA,4,2,3,1,2,1,4,4,5,5,5,4
"60299d096ab1b93a43d650a7",1,"",5,2,2,1,1,1,4,2,4,5,5,5,2,1,7,"translation",185,25,2,1,"",4,"","60299d096ab1b93a43d650a7",175,243,1,"",1,NA,"",NA,5,4,4,1,1,1,5,5,5,5,5,4
"5d791761790bf400014122ec",1,"",4,3,2,2,2,2,4,4,4,4,5,4,2,1,4,"",185,35,2,2,"Romanian",2,"","5d791761790bf400014122ec",178,1247,1,"",1,NA,"",NA,4,3,3,4,4,2,4,4,4,4,4,4
"5f2f02342d7fa52ce64ed570",1,"",4,2,4,1,4,1,4,5,5,5,5,5,2,1,3,"",185,24,2,1,"",4,"","5f2f02342d7fa52ce64ed570",179,578,1,"",1,NA,"",NA,4,4,4,3,3,2,4,4,4,4,5,4
"605c587ecafedbb7875df03c",2,"",4,3,5,2,4,2,4,4,4,2,4,4,2,1,5,"",185,24,1,2,"Hungarian",3,"","605c587ecafedbb7875df03c",181,273,2,"",1,NA,"",NA,4,4,4,3,4,3,4,3,4,3,2,3
"5d2a0afeb798d8001a81ec16",1,"",3,1,3,1,1,1,1,4,2,5,5,5,2,2,7,"Health",185,42,2,1,"",3,"","5d2a0afeb798d8001a81ec16",183,578,1,"",1,NA,"",NA,4,1,2,1,1,1,5,5,5,5,5,5
"587cd724911dd80001eda4a8",1,"",2,2,2,1,1,1,4,4,5,3,5,3,2,1,1,"",185,48,1,1,"",2,"","587cd724911dd80001eda4a8",184,7883,1,"",1,NA,"",NA,4,4,4,1,1,1,4,5,5,4,5,2
"5c55e74e6aefef0001ea6e0d",2,"",4,1,1,3,2,2,2,2,2,5,5,5,2,1,4,"",185,42,2,1,"",6,"DipHE","5c55e74e6aefef0001ea6e0d",185,1492,2,"",1,NA,"",NA,2,1,1,2,1,1,1,3,2,5,5,5
"5eac68edf4aabc0e6da37936",2,"",3,1,1,1,1,1,3,2,4,5,5,5,2,1,7,"Events",185,36,2,1,"",2,"","5eac68edf4aabc0e6da37936",186,2677,1,"",1,NA,"",NA,3,1,2,2,2,1,2,2,1,5,4,4
"6009c2e026bf46086f1c7267",1,"",4,2,3,1,2,1,4,5,4,5,5,5,2,1,4,"",185,57,2,1,"",2,"","6009c2e026bf46086f1c7267",187,1216,1,"",1,NA,"",NA,4,2,2,1,1,1,4,5,5,5,5,5
"5a7ee411190420000155c2ca",1,"",2,1,1,1,1,1,3,2,2,5,5,4,2,1,3,"",185,37,2,1,"",4,"","5a7ee411190420000155c2ca",188,1157,1,"",1,NA,"",NA,2,1,2,2,5,2,1,1,1,5,5,4
"60ba6f0ee7ba3e4e24bdf35f",1,"",4,4,4,2,1,1,2,2,2,4,4,4,2,1,1,"",185,26,1,1,"",4,"","60ba6f0ee7ba3e4e24bdf35f",189,335,1,"",1,NA,"",NA,4,3,4,4,2,2,2,2,2,4,4,4
