"RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","occ","occ_3_TEXT","Q52_Page_Submit","Q53_Page_Submit","mani_1","mani_2","mani_3","quit_1","quit_2","quit_3","finsit_1","finsit_2","year_1","month_1","found","coown","indu","indu_7_TEXT","locat","age_1","gender","edu","edu_6_TEXT","exp_cond","year","month","t1timebuiss","ID"
2021-05-05,"51.5189056396484375","-0.092193603515625","EN",1,"",25.443,NA,3,2,2,2,3,3,5,5,18,8,1,1,1,"",185,28,2,4,"",1,2004,"Aug",6121,123
2021-05-05,"51.106597900390625","-4.164306640625","EN",1,"",21.629,NA,1,1,1,1,1,1,1,1,1,2,1,1,5,"",185,40,1,2,"",1,2021,"Feb",93,124
2021-05-05,"53.48590087890625","-2.7411956787109375","EN",2,"",23.219,NA,3,1,1,1,1,1,4,4,6,2,1,2,4,"",185,26,2,4,"",1,2016,"Feb",1920,125
2021-05-05,"55.002105712890625","-1.628692626953125","EN",1,"",NA,21.6,4,5,5,4,3,3,2,4,42,7,1,1,6,"",185,42,1,3,"",2,1980,"Jul",14918,126
2021-05-05,"54.1212005615234375","-3.194305419921875","EN",1,"",NA,44.356,5,5,5,5,5,5,4,5,13,4,1,2,7,"hospitality",185,20,2,4,"",2,2009,"Apr",4417,127
2021-05-05,"51.57879638671875","-0.123504638671875","EN",2,"",NA,23.078,5,5,5,4,4,4,1,5,12,10,1,1,3,"",185,16,1,4,"",2,2010,"Oct",3869,128
2021-05-05,"51.57470703125","-1.7823028564453125","EN",1,"",21.345,NA,3,1,1,1,2,1,4,5,2,1,1,2,7,"fitness",185,24,2,3,"",1,2020,"Jan",490,129
2021-05-05,"51.4535064697265625","-2.591705322265625","EN",1,"",NA,22.341,5,5,5,4,3,2,1,1,22,4,1,2,1,"",185,26,2,4,"",2,2000,"Apr",7704,130
2021-05-05,"51.9123992919921875","-0.3845977783203125","EN",2,"",130.327,NA,2,1,1,1,1,1,2,2,4,1,1,1,7,"Events",185,16,2,4,"",1,2018,"Jan",1220,131
2021-05-05,"51.4770965576171875","-2.5531005859375","EN",2,"",NA,22.071,5,5,5,4,2,2,4,4,2,8,1,2,3,"",185,9,2,4,"",2,2020,"Aug",277,132
2021-05-05,"52.463592529296875","-1.79119873046875","EN",1,"",28.951,NA,1,1,1,1,1,1,1,1,5,7,1,1,7,"Animal Care",185,25,2,3,"",1,2017,"Jul",1404,133
2021-05-05,"52.061798095703125","-1.3428955078125","EN",1,"",25.89,NA,3,1,1,1,1,1,2,4,31,4,1,1,5,"",185,13,1,4,"",1,1991,"Apr",10992,134
2021-05-05,"55.016693115234375","-6.6667022705078125","EN",1,"",NA,21.86,4,5,5,4,4,4,4,4,5,8,1,2,7,"services",185,14,2,5,"",2,2017,"Aug",1373,135
2021-05-05,"51.4770965576171875","-2.5531005859375","EN",1,"",23.918,NA,3,3,4,2,3,2,2,2,2,4,1,1,7,"Art",185,4,2,4,"",1,2020,"Apr",399,136
2021-05-05,"53.37939453125","-2.91119384765625","EN",1,"",22.963,NA,2,1,1,1,1,2,1,4,17,6,1,1,1,"",185,43,1,6,"Masters Degree",1,2005,"Jun",5817,137
2021-05-05,"51.453399658203125","-2.5077056884765625","EN",1,"",26.536,NA,1,1,1,1,1,1,1,4,32,1,1,1,3,"",185,44,2,3,"",1,1990,"Jan",11447,138
2021-05-05,"56.117401123046875","-3.5345001220703125","EN",2,"",NA,38.957,5,4,4,4,3,2,4,3,10,4,1,1,7,"Arts",185,23,1,4,"",2,2012,"Apr",3321,139
2021-05-05,"51.3488006591796875","-0.0321044921875","EN",1,"",36.481,NA,2,1,1,1,1,1,2,4,27,6,1,1,7,"services",185,46,1,3,"",1,1995,"Jun",9470,140
2021-05-05,"50.3679962158203125","-4.132904052734375","EN",2,"",NA,34.196,5,5,5,4,4,4,4,5,7,9,1,1,4,"",185,31,1,2,"",2,2015,"Sep",2073,141
2021-05-05,"50.8612060546875","-0.1194000244140625","EN",1,"",NA,26.398,5,4,5,4,2,4,1,4,8,1,1,1,3,"",185,24,2,4,"",2,2014,"Jan",2681,142
2021-05-05,"52.95379638671875","-1.1571044921875","EN",1,"",NA,21.269,4,4,3,1,1,1,2,4,19,6,1,1,1,"",185,34,1,4,"",2,2003,"Jun",6548,143
2021-05-05,"55.9552001953125","-3.1999969482421875","EN",1,"",NA,36.916,3,4,5,3,4,3,3,4,27,6,1,1,7,"home services",185,35,2,2,"",2,1995,"Jun",9470,144
2021-05-05,"50.448394775390625","-4.2660064697265625","EN",1,"",NA,22.994,4,4,4,2,3,3,3,4,11,6,1,1,3,"",185,24,2,4,"",2,2011,"Jun",3626,145
2021-05-05,"51.48919677734375","-0.027496337890625","EN",1,"",NA,49.578,5,4,4,2,3,2,3,5,9,8,1,1,4,"",185,36,1,4,"",2,2013,"Aug",2834,146
2021-05-05,"51.5063934326171875","-0.0200042724609375","EN",1,"",NA,25.313,5,5,5,4,4,4,1,4,2,10,1,1,2,"",185,12,1,4,"",2,2020,"Oct",216,147
2021-05-05,"51.9322052001953125","-0.4568023681640625","EN",2,"",NA,24.791,5,5,5,4,5,4,4,3,15,7,1,1,1,"",185,23,1,4,"",2,2007,"Jul",5057,148
2021-05-05,"51.07000732421875","-1.7978973388671875","EN",1,"",27.056,NA,2,1,1,1,1,1,1,1,9,9,1,1,7,"pet services",185,32,2,4,"",1,2013,"Sep",2803,149
2021-05-05,"52.44769287109375","-1.8907012939453125","EN",2,"",NA,22.675,2,5,5,5,4,5,3,1,13,6,1,1,1,"",185,30,1,6,"Master of Science by Research",2,2009,"Jun",4356,150
2021-05-05,"51.3303985595703125","-0.26800537109375","EN",1,"",21.163,NA,2,1,1,4,1,4,3,5,27,4,1,1,1,"",185,36,2,5,"",1,1995,"Apr",9531,151
2021-05-05,"51.4098052978515625","-0.02490234375","EN",1,"",NA,42.144,4,5,5,4,2,4,2,2,16,6,1,2,1,"",185,54,1,2,"",2,2006,"Jun",5452,152
2021-05-05,"52.8079986572265625","-2.1118011474609375","EN",2,"",25.225,NA,4,4,4,4,2,2,4,5,6,5,1,1,1,"",185,40,2,3,"",1,2016,"May",1830,153
2021-05-05,"51.9322052001953125","-0.4568023681640625","EN",2,"",NA,26.296,4,5,5,4,4,4,3,2,2,8,1,1,7,"Balloon gifts",185,11,2,2,"",2,2020,"Aug",277,154
2021-05-05,"28.52740478515625","-81.6011962890625","EN",2,"",NA,20.816,5,5,5,2,4,4,5,5,9,11,1,2,1,"",187,11,1,4,"",2,2013,"Nov",2742,155
2021-05-05,"50.4380950927734375","-4.0829925537109375","EN",2,"",26.019,NA,1,1,1,1,2,2,2,2,4,4,1,2,4,"",185,21,2,4,"",1,2018,"Apr",1130,156
2021-05-05,"52.768096923828125","-1.202606201171875","EN",1,"",27.186,NA,4,1,1,1,1,1,2,2,4,3,1,1,3,"",185,41,2,2,"",1,2018,"Mar",1161,157
2021-05-05,"54.9882049560546875","-3.2653045654296875","EN",1,"",NA,30.86,5,5,5,4,3,3,1,1,2,4,1,1,7,"Education",185,10,2,2,"",2,2020,"Apr",399,158
2021-05-05,"52.4355926513671875","1.326507568359375","EN",1,"",64.188,NA,3,1,1,1,2,2,5,5,9,7,1,2,1,"",185,22,2,2,"",1,2013,"Jul",2865,159
2021-05-05,"51.47430419921875","-0.092803955078125","EN",2,"",NA,21.709,4,5,5,4,4,5,2,1,3,10,1,1,3,"",185,6,1,4,"",2,2019,"Oct",582,160
2021-05-05,"51.8701934814453125","0.900604248046875","EN",1,"",21.581,NA,5,1,2,1,1,2,4,4,3,5,1,1,7,"Hospitality",185,21,2,4,"",1,2019,"May",735,161
2021-05-05,"51.546600341796875","-0.123199462890625","EN",2,"",NA,29.442,4,5,5,5,4,4,4,5,14,4,1,1,2,"",185,44,1,4,"",2,2008,"Apr",4782,162
2021-05-05,"51.47430419921875","-0.092803955078125","EN",1,"",30.998,NA,2,1,1,1,1,2,4,4,4,10,1,1,4,"",185,45,1,4,"",1,2018,"Oct",947,163
2021-05-05,"51.7655029296875","-0.4481964111328125","EN",1,"",163.159,NA,4,1,1,1,1,1,3,3,12,9,1,1,7,"Personal services",185,17,2,4,"",1,2010,"Sep",3899,164
2021-05-05,"51.3227996826171875","-2.8993072509765625","EN",1,"",NA,30.21,5,5,5,1,1,1,3,4,3,4,1,1,1,"",185,39,1,4,"",2,2019,"Apr",765,165
2021-05-05,"55.899505615234375","-3.5236968994140625","EN",1,"",NA,28.458,5,5,5,4,4,4,3,4,16,11,1,1,7,"publishing",185,45,2,4,"",2,2006,"Nov",5299,166
2021-05-05,"51.546600341796875","-0.123199462890625","EN",2,"",219.972,NA,1,1,1,1,1,1,2,4,4,8,1,1,4,"",185,6,1,3,"",1,2018,"Aug",1008,167
2021-05-05,"51.7655029296875","-0.4481964111328125","EN",1,"",NA,32.286,5,5,5,1,1,1,4,2,12,4,1,1,2,"",185,29,1,4,"",2,2010,"Apr",4052,168
2021-05-05,"51.5095062255859375","-0.0955047607421875","EN",1,"",NA,23.28,5,5,5,4,4,3,2,4,6,10,1,1,3,"",163,16,1,4,"",2,2016,"Oct",1677,169
2021-05-05,"51.9123992919921875","-0.3845977783203125","EN",2,"",NA,57.839,5,5,5,5,5,4,1,2,3,11,1,1,2,"",185,5,1,6,"A-Level College Level (Post secondary before degree)",2,2019,"Nov",551,170
2021-05-05,"53.576202392578125","-0.739105224609375","EN",2,"",27.63,NA,4,2,2,2,2,2,4,5,6,10,1,1,7,"tertiary sector",185,24,1,2,"",1,2016,"Oct",1677,171
2021-05-05,"51.49639892578125","-0.122406005859375","EN",1,"",NA,22.027,4,5,5,2,3,2,4,5,8,2,1,1,3,"",185,31,2,4,"",2,2014,"Feb",2650,172
2021-05-05,"51.5507049560546875","-0.0536956787109375","EN",2,"",22.013,NA,3,1,2,2,2,1,2,4,7,2,1,2,1,"",185,10,1,4,"",1,2015,"Feb",2285,173
2021-05-05,"52.520599365234375","-1.9113006591796875","EN",2,"",NA,28.097,4,4,5,2,5,4,1,4,4,12,1,1,7,"Photography",185,7,2,4,"",2,2018,"Dec",886,174
2021-05-05,"54.5395965576171875","-5.975006103515625","EN",2,"",NA,51.251,5,5,5,4,4,4,4,5,2,1,1,1,4,"",185,9,2,2,"",2,2020,"Jan",490,175
2021-05-05,"53.701202392578125","-1.789398193359375","EN",1,"",26.798,NA,2,1,1,1,1,1,1,1,7,6,1,1,4,"",185,13,2,2,"",1,2015,"Jun",2165,176
2021-05-05,"51.5565032958984375","0.134002685546875","EN",2,"",NA,36.851,4,4,4,2,3,2,2,2,3,5,1,2,1,"",185,30,1,4,"",2,2019,"May",735,177
2021-05-05,"55.0167999267578125","-1.4510040283203125","EN",2,"",NA,24.886,5,5,5,4,4,3,3,5,2,11,1,1,7,"Exercise",185,8,2,5,"",2,2020,"Nov",185,178
2021-05-05,"50.19830322265625","-5.30279541015625","EN",1,"",21.936,NA,2,1,1,1,2,2,4,5,22,6,1,1,2,"",185,43,1,5,"",1,2000,"Jun",7643,179
2021-05-05,"53.944793701171875","-1.8795013427734375","EN",1,"",NA,26.071,5,4,5,4,5,5,4,4,10,12,1,2,2,"",185,30,2,4,"",2,2012,"Dec",3077,180
2021-05-05,"54.5395965576171875","-5.975006103515625","EN",1,"",22.555,NA,1,2,1,1,4,1,2,3,5,3,1,1,7,"Cleaning",185,24,2,3,"",1,2017,"Mar",1526,181
2021-05-05,"53.4833984375","-2.059600830078125","EN",2,"",21.857,NA,2,1,1,1,2,2,4,5,8,5,1,1,6,"",185,16,1,3,"",1,2014,"May",2561,182
2021-05-05,"40.417205810546875","-3.6840057373046875","EN",2,"",NA,20.818,4,3,4,3,2,2,1,1,8,5,1,1,1,"",185,9,1,4,"",2,2014,"May",2561,183
2021-05-05,"54.5709991455078125","-1.3159942626953125","EN",1,"",NA,59.383,4,5,5,5,5,4,3,4,4,2,1,1,4,"",185,16,2,4,"",2,2018,"Feb",1189,184
2021-05-05,"54.993499755859375","-2.118896484375","EN",1,"",42.373,NA,1,1,1,1,2,2,4,4,21,9,1,1,6,"",185,41,1,3,"",1,2001,"Sep",7186,186
2021-05-05,"53.7386016845703125","-2.9983062744140625","EN",1,"",21.473,NA,1,1,1,2,2,1,4,4,17,6,1,1,4,"",185,22,2,4,"",1,2005,"Jun",5817,187
2021-05-05,"51.3188018798828125","-2.203399658203125","EN",1,"",21.078,NA,1,1,1,1,1,1,1,2,4,4,1,1,7,"entertainment/betting",185,41,1,2,"",1,2018,"Apr",1130,188
2021-05-05,"51.781005859375","-0.1472015380859375","EN",2,"",NA,28.364,5,5,5,2,3,3,1,1,8,1,1,1,3,"",185,7,2,4,"",2,2014,"Jan",2681,189
2021-05-05,"54.87060546875","-2.9459991455078125","EN",1,"",22.077,NA,3,1,1,2,2,2,4,4,37,5,1,2,6,"",185,41,2,4,"",1,1985,"May",13153,190
2021-05-05,"54.5395965576171875","-5.975006103515625","EN",1,"",22.624,NA,3,1,1,1,1,1,1,1,8,9,1,2,1,"",185,18,2,4,"",1,2014,"Sep",2438,191
2021-05-05,"51.3280029296875","-0.4156951904296875","EN",1,"",25.087,NA,4,1,1,1,1,3,2,3,18,7,1,2,3,"",185,23,2,4,"",1,2004,"Jul",6152,194
2021-05-05,"53.7606048583984375","-0.3733978271484375","EN",1,"",21.482,NA,2,1,1,1,2,3,4,2,10,10,1,2,5,"",185,29,1,4,"",1,2012,"Oct",3138,195
2021-05-05,"54.5746002197265625","-1.1927032470703125","EN",1,"",NA,22.133,5,5,5,4,4,3,4,5,14,9,1,1,6,"",185,22,2,4,"",2,2008,"Sep",4629,196
2021-05-05,"51.453399658203125","-2.5077056884765625","EN",1,"",21.183,NA,3,1,1,1,1,1,5,5,12,6,1,1,7,"Events",185,15,1,3,"",1,2010,"Jun",3991,197
2021-05-05,"51.4340057373046875","0.348602294921875","EN",2,"",33.267,NA,2,1,1,1,1,1,4,4,6,4,1,1,4,"",185,12,2,4,"",1,2016,"Apr",1860,199
2021-05-05,"51.445098876953125","0.096405029296875","EN",1,"",22.047,NA,2,1,1,1,1,3,1,4,6,8,1,1,1,"",185,21,2,4,"",1,2016,"Aug",1738,200
2021-05-05,"52.9871063232421875","-1.0677032470703125","EN",1,"",30.892,NA,4,1,1,1,1,1,1,1,9,5,1,1,2,"",185,24,2,3,"",1,2013,"May",2926,202
2021-05-05,"52.7212066650390625","-2.74560546875","EN",2,"",26.095,NA,3,1,1,1,1,1,4,4,2,11,1,1,7,"Food",185,4,1,4,"",1,2020,"Nov",185,203
2021-05-05,"53.0749053955078125","-0.9553070068359375","EN",1,"",NA,69.554,2,4,4,2,2,2,2,2,10,10,1,1,1,"",185,33,1,4,"",2,2012,"Oct",3138,204
2021-05-05,"54.0771026611328125","-0.2306060791015625","EN",1,"",NA,29.453,5,5,5,5,4,5,4,5,4,1,1,1,3,"",185,21,1,4,"",2,2018,"Jan",1220,205
2021-05-05,"55.8802947998046875","-4.3054962158203125","EN",1,"",28.355,NA,2,1,1,1,1,1,3,4,3,5,1,1,7,"Training",185,28,2,4,"",1,2019,"May",735,206
2021-05-05,"51.486602783203125","-1.7570037841796875","EN",1,"",21.3,NA,3,2,2,1,1,1,1,2,26,7,1,1,1,"",185,7,1,3,"",1,1996,"Jul",9074,207
2021-05-05,"51.7993927001953125","-4.964599609375","EN",2,"",21.466,NA,4,2,1,1,1,1,4,4,4,1,1,1,4,"",185,28,2,4,"",1,2018,"Jan",1220,208
2021-05-05,"51.5323028564453125","0.7100982666015625","EN",2,"",21.876,NA,2,1,2,1,1,1,2,5,8,11,1,1,7,"Arts and Entertainment",185,17,1,4,"",1,2014,"Nov",2377,209
2021-05-05,"53.6537017822265625","-1.720794677734375","EN",1,"",20.97,NA,3,1,1,1,1,1,4,5,5,6,1,1,3,"",185,21,2,3,"",1,2017,"Jun",1434,210
2021-05-05,"51.3719940185546875","0.4539947509765625","EN",1,"",33.079,NA,4,1,1,1,1,2,2,2,3,2,1,1,7,"Gardening",185,43,1,3,"",1,2019,"Feb",824,211
2021-05-05,"51.54150390625","-0.0601043701171875","EN",1,"",42.847,NA,3,1,2,1,2,1,3,3,2,10,1,2,4,"",185,6,2,6,"Masters",1,2020,"Oct",216,212
2021-05-05,"50.7519073486328125","-1.87060546875","EN",2,"",24.435,NA,4,2,2,2,1,2,4,4,2,5,1,2,7,"Art",185,11,2,4,"",1,2020,"May",369,213
2021-05-05,"51.5435028076171875","-0.1732940673828125","EN",1,"",34.674,NA,2,1,1,1,1,1,1,1,2,1,1,1,3,"",185,11,2,6,"Masters degree",1,2020,"Jan",490,214
2021-05-05,"51.58880615234375","-0.0247039794921875","EN",1,"",NA,21.858,1,3,1,1,1,1,2,2,8,5,1,1,7,"wellness",185,26,2,4,"",2,2014,"May",2561,215
2021-05-05,"51.4279022216796875","0.3896026611328125","EN",1,"",NA,41.25,5,5,5,3,3,3,2,4,9,4,1,1,4,"",185,34,2,2,"",2,2013,"Apr",2956,216
2021-05-05,"50.7532958984375","-1.6571044921875","EN",2,"",21.42,NA,2,1,1,1,1,1,2,5,17,11,1,1,4,"",185,23,1,4,"",1,2005,"Nov",5664,217
2021-05-05,"50.398895263671875","-4.172698974609375","EN",2,"",24.013,NA,1,1,1,1,1,1,4,5,10,12,1,1,4,"",185,22,2,4,"",1,2012,"Dec",3077,218
2021-05-05,"-27.47320556640625","153.021514892578125","EN",1,"",24.981,NA,2,1,1,1,1,1,4,5,13,6,1,1,2,"",9,39,1,4,"",1,2009,"Jun",4356,219
2021-05-05,"53.7606048583984375","-0.3733978271484375","EN",1,"",24.398,NA,3,1,1,5,2,1,3,2,10,2,1,2,4,"",185,40,1,2,"",1,2012,"Feb",3381,220
2021-05-05,"52.1363983154296875","-4.5406036376953125","EN",1,"",21.831,NA,4,1,1,1,1,1,4,4,14,3,1,1,7,"Horse breeding",185,16,2,4,"",1,2008,"Mar",4813,221
2021-05-05,"51.5095062255859375","-0.0955047607421875","EN",1,"",21.22,NA,2,1,1,1,2,1,2,2,23,4,1,2,6,"",185,35,2,4,"",1,1999,"Apr",8070,222
2021-05-05,"52.3325042724609375","-0.1844024658203125","EN",1,"",21.852,NA,4,1,1,1,1,1,4,5,3,11,1,1,1,"",185,24,1,2,"",1,2019,"Nov",551,223
2021-05-05,"55.899505615234375","-3.5236968994140625","EN",1,"",NA,44.183,4,4,4,2,2,2,4,2,7,1,1,1,4,"",185,18,1,3,"",2,2015,"Jan",2316,224
2021-05-05,"54.7079010009765625","-6.528900146484375","EN",1,"",NA,158.098,5,5,5,5,5,5,3,3,9,8,1,1,2,"",185,38,1,4,"",2,2013,"Aug",2834,225
2021-05-05,"53.9308013916015625","-0.8083038330078125","EN",2,"",20.755,NA,4,4,2,1,1,1,4,5,5,7,1,1,7,"Entertainment",185,16,1,3,"",1,2017,"Jul",1404,226
2021-05-05,"51.5177001953125","-0.6215057373046875","EN",2,"",NA,31.348,4,5,4,4,4,5,4,5,4,5,1,1,1,"",184,17,1,4,"",2,2018,"May",1100,227
2021-05-05,"51.5258941650390625","-0.322906494140625","EN",1,"",27.636,NA,4,1,1,1,1,1,2,5,11,3,1,1,7,"Tourism",185,37,1,4,"",1,2011,"Mar",3718,228
2021-05-05,"52.5189056396484375","-1.9188995361328125","EN",2,"",94.534,NA,4,1,1,1,1,1,4,4,5,1,1,2,1,"",185,37,2,4,"",1,2017,"Jan",1585,229
2021-05-05,"51.49639892578125","-0.122406005859375","EN",1,"",23.015,NA,3,1,1,1,2,2,2,4,19,8,1,1,1,"",185,32,2,5,"",1,2003,"Aug",6487,230
2021-05-05,"54.608001708984375","-5.964996337890625","EN",2,"",NA,36.107,4,4,4,2,4,2,4,5,3,3,1,1,7,"Marketing and Advertising",185,11,2,4,"",2,2019,"Mar",796,231
2021-05-05,"51.4192962646484375","-0.559295654296875","EN",2,"",NA,21.433,4,5,5,4,3,4,3,4,7,9,1,1,1,"",185,34,2,5,"",2,2015,"Sep",2073,232
2021-05-05,"51.1002960205078125","-1.8784942626953125","EN",1,"",54.639,NA,1,1,1,1,1,1,4,5,5,8,1,1,7,"Marketing / copywriting mainly for the tech sector",185,32,2,4,"",1,2017,"Aug",1373,233
2021-05-05,"51.4535064697265625","-2.591705322265625","EN",1,"",168.944,NA,4,2,2,2,1,1,3,4,2,9,1,1,3,"",185,24,2,4,"",1,2020,"Sep",246,234
2021-05-05,"29.7133026123046875","-95.48040008544921875","EN",2,"",NA,21.647,5,5,5,4,3,3,4,4,3,2,1,1,4,"",187,10,2,6,"Masters degree",2,2019,"Feb",824,235
2021-05-05,"51.4615020751953125","-0.140899658203125","EN",1,"",NA,51.767,4,5,5,4,4,4,4,4,9,7,1,1,4,"",185,30,2,4,"",2,2013,"Jul",2865,236
2021-05-05,"52.9871063232421875","-1.0677032470703125","EN",1,"",NA,23.95,4,4,4,2,2,1,2,4,15,1,1,1,3,"",185,34,2,4,"",2,2007,"Jan",5238,237
2021-05-05,"50.7519073486328125","-1.87060546875","EN",2,"",NA,29.303,5,5,5,4,4,4,4,5,7,1,1,2,3,"",185,19,1,5,"",2,2015,"Jan",2316,238
2021-05-05,"53.3553009033203125","-1.56329345703125","EN",1,"",21.144,NA,3,5,5,1,1,1,2,5,8,9,1,1,3,"",185,22,2,3,"",1,2014,"Sep",2438,239
2021-05-05,"53.7263031005859375","-1.7064971923828125","EN",1,"",21.147,NA,3,1,1,1,1,1,4,3,8,6,1,2,4,"",185,14,2,4,"",1,2014,"Jun",2530,240
2021-05-05,"52.55889892578125","-2.1448974609375","EN",2,"",NA,52.788,5,5,5,4,4,2,4,5,18,1,1,1,7,"Entertainment",185,30,1,4,"",2,2004,"Jan",6334,241
2021-05-05,"55.8860015869140625","-3.3363037109375","EN",1,"",45.979,NA,3,1,1,1,2,1,4,4,10,9,1,1,4,"",185,16,2,1,"",1,2012,"Sep",3168,242
2021-05-05,"51.64849853515625","-0.7801055908203125","EN",1,"",21.568,NA,2,1,2,2,2,2,2,3,7,3,1,1,4,"",185,15,1,4,"",1,2015,"Mar",2257,243
