"RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","occ","occ_3_TEXT","Q52_Page_Submit","Q53_Page_Submit","mani_1","mani_2","mani_3","quit_1","quit_2","quit_3","finsit_1","finsit_2","year_1","month_1","found","coown","indu","indu_7_TEXT","locat","age_1","gender","edu","edu_6_TEXT","exp_cond","year","month","t1timebuiss","ID"
2021-05-05,"52.6280975341796875","1.28619384765625","EN",2,"",20.965,NA,2,1,2,1,2,3,5,5,7,7,1,1,7,"art",185,12,2,4,"",1,2015,"Jul",2135,244
2021-05-05,"54.5554046630859375","-1.515106201171875","EN",1,"",60.229,NA,3,3,3,3,2,2,4,4,11,1,1,1,4,"",185,25,2,5,"",1,2011,"Jan",3777,245
2021-05-05,"51.86590576171875","-2.205902099609375","EN",1,"",NA,24.452,4,5,5,4,4,4,1,4,8,2,1,1,1,"",185,24,1,3,"",2,2014,"Feb",2650,246
2021-05-05,"51.705596923828125","0.027801513671875","EN",1,"",41.36,NA,2,1,1,1,1,3,4,5,11,10,1,1,2,"",185,31,2,2,"",1,2011,"Oct",3504,247
2021-05-05,"54.833404541015625","-1.626800537109375","EN",1,"",NA,24.315,4,5,5,4,4,3,2,1,5,10,1,1,7,"craft",185,27,2,5,"",2,2017,"Oct",1312,248
2021-05-05,"52.6737060546875","-2.0312957763671875","EN",1,"",NA,56.145,4,5,5,3,3,3,4,3,3,7,1,1,7,"entertainment",185,32,2,4,"",2,2019,"Jul",674,249
2021-05-05,"53.48260498046875","-1.3025970458984375","EN",2,"",NA,21.861,5,5,5,4,3,3,4,2,2,5,1,1,4,"",185,17,2,4,"",2,2020,"May",369,250
2021-05-05,"51.49639892578125","-0.122406005859375","EN",2,"",21.859,NA,2,1,1,1,1,3,4,4,3,4,1,1,6,"",185,31,2,4,"",1,2019,"Apr",765,252
2021-05-05,"50.716796875","-2.4342041015625","EN",2,"",22.512,NA,4,1,1,1,2,3,4,4,4,3,1,1,7,"photographic",185,42,2,3,"",1,2018,"Mar",1161,253
2021-05-05,"54.993499755859375","-2.118896484375","EN",2,"",25.849,NA,4,2,2,1,1,2,1,4,5,3,1,1,3,"",185,22,2,4,"",1,2017,"Mar",1526,254
2021-05-05,"51.9053955078125","-0.293701171875","EN",2,"",56.04,NA,2,2,2,2,2,2,2,4,15,9,1,1,3,"",185,31,2,4,"",1,2007,"Sep",4995,255
2021-05-05,"50.932098388671875","-1.3892059326171875","EN",1,"",34.295,NA,2,1,1,1,2,1,4,5,4,8,1,2,7,"Charity",185,12,2,4,"",1,2018,"Aug",1008,256
2021-05-05,"53.7458038330078125","-1.3760986328125","EN",1,"",31.381,NA,3,1,1,1,1,1,2,4,2,1,1,1,7,"Energy Sales Services",185,15,1,2,"",1,2020,"Jan",490,257
2021-05-05,"52.95379638671875","-1.1571044921875","EN",1,"",NA,21.492,4,5,5,2,2,2,2,2,3,10,1,2,2,"",185,32,1,4,"",2,2019,"Oct",582,258
2021-05-05,"50.912994384765625","0.346405029296875","EN",1,"",28.189,NA,4,2,2,3,4,4,3,2,10,3,1,1,2,"",185,23,2,4,"",1,2012,"Mar",3352,259
2021-05-05,"51.4098052978515625","-0.02490234375","EN",2,"",45.411,NA,3,1,1,1,1,1,3,4,8,10,1,1,3,"",185,36,2,6,"Post grad diploma",1,2014,"Oct",2408,260
2021-05-05,"54.524505615234375","-1.550994873046875","EN",1,"",24.251,NA,2,1,1,2,1,3,1,2,5,10,1,2,4,"",185,14,1,3,"",1,2017,"Oct",1312,261
2021-05-05,"52.18890380859375","0.9976959228515625","EN",2,"",NA,24.045,5,5,5,4,4,4,2,4,29,11,1,1,7,"Business services",185,41,2,4,"",2,1993,"Nov",10047,262
2021-05-05,"45.6533966064453125","0.151397705078125","EN",1,"",22.933,NA,2,1,1,1,2,1,4,4,11,12,1,1,3,"",61,46,2,5,"",1,2011,"Dec",3443,263
2021-05-05,"53.2144927978515625","-0.57110595703125","EN",2,"",NA,21.908,4,4,5,2,4,2,3,4,3,8,1,1,2,"",185,2,1,4,"",2,2019,"Aug",643,265
2021-05-05,"50.22430419921875","-5.25860595703125","EN",1,"",NA,27.706,2,4,5,4,3,3,2,4,4,4,1,1,4,"",185,13,2,2,"",2,2018,"Apr",1130,266
2021-05-05,"51.4203033447265625","-0.11749267578125","EN",1,"",24.008,NA,5,1,1,1,1,1,2,3,4,3,1,1,3,"",185,17,1,4,"",1,2018,"Mar",1161,267
2021-05-05,"51.453399658203125","-2.5077056884765625","EN",1,"",NA,87.219,5,5,5,3,3,3,2,3,6,3,1,1,3,"",185,39,2,4,"",2,2016,"Mar",1891,268
2021-05-05,"52.4553985595703125","-1.9564971923828125","EN",2,"",NA,29.755,4,5,5,3,4,2,4,5,13,1,1,1,3,"",185,44,2,5,"",2,2009,"Jan",4507,269
2021-05-05,"52.191497802734375","-0.8986053466796875","EN",1,"",31.232,NA,4,1,1,2,4,5,1,1,7,8,1,1,2,"",185,45,2,2,"",1,2015,"Aug",2104,270
2021-05-05,"50.7310028076171875","-1.9530029296875","EN",1,"",NA,34.92,5,5,5,1,4,1,1,1,30,7,1,2,2,"",185,55,1,2,"",2,1992,"Jul",10535,271
2021-05-05,"52.372802734375","-2.252197265625","EN",2,"",25.167,NA,4,2,2,2,2,2,5,5,16,3,1,1,3,"",185,19,1,4,"",1,2006,"Mar",5544,272
2021-05-05,"51.887298583984375","0.863800048828125","EN",2,"",NA,22.056,5,5,5,5,4,4,5,5,3,11,1,1,1,"",185,4,1,4,"",2,2019,"Nov",551,273
2021-05-05,"52.061798095703125","1.156005859375","EN",2,"",NA,23.162,4,5,5,4,4,3,3,4,4,1,1,2,7,"Childrenâ€™s Entertainment",185,20,1,4,"",2,2018,"Jan",1220,274
2021-05-05,"51.8052978515625","-0.80859375","EN",1,"",NA,29.162,4,5,4,4,4,3,4,5,12,7,1,1,1,"",185,23,1,2,"",2,2010,"Jul",3961,275
2021-05-05,"54.4539031982421875","-6.38299560546875","EN",1,"",22.186,NA,4,1,1,1,1,2,4,3,1,2,1,1,4,"",185,19,2,4,"",1,2021,"Feb",93,276
2021-05-05,"51.4622955322265625","-2.550201416015625","EN",2,"",NA,25.501,5,4,5,2,2,2,1,1,3,6,1,1,3,"",185,22,2,6,"Masters degree",2,2019,"Jun",704,277
2021-05-05,"55.0933074951171875","-3.5590057373046875","EN",1,"",24.061,NA,4,1,1,1,1,1,2,4,6,4,1,2,7,"The arts",185,37,2,4,"",1,2016,"Apr",1860,278
2021-05-05,"53.6515045166015625","-1.8195953369140625","EN",1,"",22.275,NA,2,1,1,1,1,1,4,5,13,9,1,1,6,"",185,30,1,3,"",1,2009,"Sep",4264,279
2021-05-05,"51.4889068603515625","-0.2317962646484375","EN",1,"",NA,25.442,3,4,5,1,2,2,2,3,2,10,1,1,4,"",185,1,2,2,"",2,2020,"Oct",216,280
2021-05-05,"53.2144927978515625","-0.57110595703125","EN",2,"",63.953,NA,1,1,1,1,1,1,4,5,12,4,1,1,4,"",185,29,1,2,"",1,2010,"Apr",4052,281
2021-05-05,"52.0675048828125","-0.75689697265625","EN",1,"",22.039,NA,1,1,1,1,1,4,5,5,16,10,1,1,4,"",185,26,2,2,"",1,2006,"Oct",5330,282
2021-05-05,"51.5095062255859375","-0.0955047607421875","EN",2,"",26.039,NA,2,1,2,1,1,2,4,5,3,3,1,1,7,"entertainment",185,6,1,3,"",1,2019,"Mar",796,283
2021-05-05,"51.3303985595703125","-0.26800537109375","EN",2,"",NA,32.249,5,5,5,1,3,1,1,2,4,6,1,1,3,"",185,19,2,4,"",2,2018,"Jun",1069,284
2021-05-05,"51.7877960205078125","0.0850067138671875","EN",2,"",NA,23.846,4,5,5,4,4,2,2,4,4,5,1,2,4,"",185,22,2,4,"",2,2018,"May",1100,285
2021-05-05,"51.0955047607421875","-0.5115966796875","EN",1,"",40.048,NA,2,2,1,1,1,1,4,4,6,2,1,1,5,"",185,34,1,3,"",1,2016,"Feb",1920,286
2021-05-05,"51.49639892578125","-0.122406005859375","EN",2,"",NA,29.006,4,4,5,1,1,1,2,1,2,10,1,1,1,"",185,1,1,2,"",2,2020,"Oct",216,287
2021-05-05,"52.90289306640625","-1.5045928955078125","EN",2,"",21.087,NA,4,1,2,2,2,1,2,2,3,10,1,1,5,"",185,11,1,4,"",1,2019,"Oct",582,288
2021-05-05,"51.4250946044921875","-0.1519927978515625","EN",1,"",NA,37.087,5,5,5,2,4,2,4,4,22,6,1,1,7,"Entertainment Industry",185,33,2,4,"",2,2000,"Jun",7643,289
2021-05-05,"53.533203125","-2.6116943359375","EN",1,"",NA,34.554,5,5,5,3,3,2,1,1,31,4,1,1,6,"",185,35,1,3,"",2,1991,"Apr",10992,290
2021-05-05,"52.65130615234375","-1.0876007080078125","EN",2,"",NA,23.94,4,4,5,4,4,5,4,4,4,12,1,1,3,"",185,12,1,4,"",2,2018,"Dec",886,292
2021-05-05,"53.940093994140625","-0.447906494140625","EN",1,"",24.816,NA,2,1,1,1,1,3,1,4,27,10,1,2,2,"",185,44,1,5,"",1,1995,"Oct",9348,293
2021-05-05,"53.5865936279296875","-2.435394287109375","EN",1,"",21.613,NA,4,1,1,1,2,1,1,1,5,9,1,1,3,"",185,46,1,4,"",1,2017,"Sep",1342,294
2021-05-05,"52.7572021484375","1.1305999755859375","EN",1,"",21.578,NA,2,1,1,1,2,3,4,5,9,4,1,1,7,"Business services",185,47,2,3,"",1,2013,"Apr",2956,295
2021-05-05,"51.49639892578125","-0.122406005859375","EN",2,"",49.939,NA,2,1,1,1,1,1,2,2,26,4,1,1,3,"",185,34,1,3,"",1,1996,"Apr",9165,296
2021-05-05,"51.1448974609375","1.3018951416015625","EN",1,"",22.711,NA,4,1,1,2,1,2,2,4,30,12,1,2,7,"personal care",185,31,2,3,"",1,1992,"Dec",10382,297
2021-05-05,"52.3961944580078125","-1.9333953857421875","EN",2,"",29.429,NA,3,1,1,1,2,1,3,5,3,12,1,1,2,"",185,20,2,4,"",1,2019,"Dec",521,298
2021-05-05,"53.570098876953125","-1.7863006591796875","EN",1,"",23.339,NA,2,1,1,2,2,2,4,4,4,9,1,1,7,"Arts",185,31,2,2,"",1,2018,"Sep",977,299
2021-05-05,"54.6551055908203125","-3.370697021484375","EN",1,"",NA,54.033,4,4,5,3,2,2,2,4,19,9,1,1,1,"",185,31,2,4,"",2,2003,"Sep",6456,300
2021-05-05,"51.4037933349609375","-0.2346038818359375","EN",2,"",24.927,NA,2,1,1,1,2,2,4,4,8,6,1,1,7,"arts",185,10,2,4,"",1,2014,"Jun",2530,301
2021-05-05,"53.512298583984375","-2.314300537109375","EN",1,"",21.324,NA,3,1,1,1,1,1,5,3,13,8,1,1,1,"",185,21,2,3,"",1,2009,"Aug",4295,302
2021-05-05,"51.480499267578125","-0.174102783203125","EN",2,"",NA,50.539,5,5,5,4,2,1,4,4,4,10,1,1,1,"",185,39,2,4,"",2,2018,"Oct",947,304
2021-05-05,"53.4499969482421875","-2.783294677734375","EN",1,"",21.054,NA,2,2,2,2,3,2,3,2,3,3,1,1,1,"",185,36,1,2,"",1,2019,"Mar",796,305
2021-05-05,"52.92340087890625","-1.472503662109375","EN",1,"",NA,26.619,5,4,5,3,4,4,1,1,3,1,1,1,1,"",185,2,1,3,"",2,2019,"Jan",855,306
2021-05-05,"53.25579833984375","-1.42919921875","EN",1,"",48.401,NA,4,1,2,1,2,3,2,2,4,10,1,1,3,"",185,37,2,5,"",1,2018,"Oct",947,307
2021-05-05,"53.7881011962890625","-1.600799560546875","EN",1,"",53.056,NA,2,1,1,1,2,2,4,5,4,4,1,1,4,"",185,18,1,4,"",1,2018,"Apr",1130,308
2021-05-05,"53.7035064697265625","-1.4795989990234375","EN",1,"",81.409,NA,2,1,1,1,1,1,1,1,23,8,1,1,1,"",185,40,1,2,"",1,1999,"Aug",7948,309
2021-05-05,"53.936798095703125","-1.746795654296875","EN",1,"",NA,23.876,5,5,5,2,4,4,1,5,16,2,1,1,1,"",185,57,2,3,"",2,2006,"Feb",5572,311
2021-05-05,"54.011993408203125","-1.043701171875","EN",1,"",NA,28.286,4,4,4,2,2,2,3,5,6,2,1,1,2,"",185,5,1,4,"",2,2016,"Feb",1920,312
2021-05-05,"51.887298583984375","0.863800048828125","EN",2,"",NA,28.67,5,5,5,5,5,5,4,5,2,8,1,1,7,"Travel & Tourism",185,22,2,2,"",2,2020,"Aug",277,313
2021-05-05,"53.3887939453125","-2.3428955078125","EN",2,"",NA,29.185,4,4,4,4,4,3,2,5,2,2,1,1,1,"",185,25,2,4,"",2,2020,"Feb",459,314
2021-05-05,"52.811492919921875","-0.875701904296875","EN",2,"",36.149,NA,1,1,1,1,1,1,4,5,8,11,1,1,5,"",185,31,1,4,"",1,2014,"Nov",2377,315
2021-05-05,"28.9618072509765625","-13.54730224609375","EN",1,"",NA,30.073,5,5,5,4,4,3,2,4,22,9,1,1,2,"",163,31,2,5,"",2,2000,"Sep",7551,316
2021-05-05,"53.047698974609375","-2.3780059814453125","EN",2,"",NA,21.483,5,5,5,3,4,4,2,1,7,10,1,1,3,"",185,38,2,4,"",2,2015,"Oct",2043,317
2021-05-05,"51.5095062255859375","-0.0955047607421875","EN",1,"",23.218,NA,3,3,2,3,4,2,3,2,5,1,1,1,1,"",185,22,1,4,"",1,2017,"Jan",1585,318
2021-05-05,"50.827301025390625","-0.4886932373046875","EN",1,"",NA,23.82,5,5,5,3,4,3,2,4,21,2,1,1,4,"",185,34,2,4,"",2,2001,"Feb",7398,319
2021-05-05,"50.915802001953125","-1.360107421875","EN",2,"",279.767,NA,3,2,2,2,2,2,2,4,3,9,1,2,4,"",185,12,2,2,"",1,2019,"Sep",612,320
2021-05-05,"51.4501953125","-2.650299072265625","EN",1,"",NA,48.001,4,4,5,4,4,5,1,1,15,9,1,1,1,"",185,38,1,2,"",2,2007,"Sep",4995,321
2021-05-05,"52.6923065185546875","-1.822601318359375","EN",1,"",NA,29.954,4,4,5,2,3,3,4,5,20,12,1,1,3,"",185,29,2,4,"",2,2002,"Dec",6730,322
2021-05-05,"51.5758056640625","0.1298980712890625","EN",1,"",NA,37.901,5,5,5,5,5,5,1,3,9,12,1,2,7,"Education",185,23,1,4,"",2,2013,"Dec",2712,323
2021-05-05,"53.7881011962890625","-1.600799560546875","EN",2,"",29.858,NA,2,1,1,2,1,1,3,4,5,2,1,1,3,"",185,27,2,4,"",1,2017,"Feb",1554,324
2021-05-05,"52.1072998046875","-0.46490478515625","EN",2,"",NA,21.131,5,5,5,3,3,3,1,1,8,3,1,1,2,"",185,31,1,4,"",2,2014,"Mar",2622,326
2021-05-05,"51.72509765625","-3.36419677734375","EN",1,"",57.031,NA,3,1,1,1,1,1,4,4,8,11,1,1,7,"personal services",185,12,2,2,"",1,2014,"Nov",2377,327
2021-05-05,"52.2834930419921875","-0.8950958251953125","EN",1,"",22.968,NA,4,1,1,1,1,2,1,1,3,10,1,1,2,"",185,34,2,4,"",1,2019,"Oct",582,328
2021-05-05,"51.1273956298828125","1.2924957275390625","EN",2,"",21.601,NA,1,1,1,1,1,1,2,2,7,6,1,1,4,"",185,19,1,4,"",1,2015,"Jun",2165,329
2021-05-05,"51.022705078125","-2.442596435546875","EN",1,"",NA,32.009,5,5,5,3,4,4,3,4,17,1,1,1,7,"BEAUTY",185,35,2,3,"",2,2005,"Jan",5968,330
2021-05-05,"52.3957977294921875","-1.4795989990234375","EN",1,"",21.082,NA,2,1,1,1,1,1,2,4,5,9,1,1,3,"",185,28,2,5,"",1,2017,"Sep",1342,331
2021-05-05,"51.403594970703125","-0.7617950439453125","EN",1,"",28.275,NA,1,1,1,1,2,1,1,2,8,9,1,1,7,"transportation",185,25,2,4,"",1,2014,"Sep",2438,332
2021-05-05,"54.9029998779296875","-1.7248992919921875","EN",1,"",21.978,NA,3,1,1,1,1,1,3,3,4,8,1,1,4,"",187,25,2,4,"",1,2018,"Aug",1008,333
2021-05-05,"50.4380950927734375","-4.0829925537109375","EN",1,"",32.509,NA,2,1,1,1,1,1,2,1,4,4,1,1,1,"",185,16,2,4,"",1,2018,"Apr",1130,334
2021-05-05,"51.7799072265625","0.2711944580078125","EN",2,"",NA,24.178,5,5,5,2,2,1,4,5,25,11,1,1,2,"",185,33,1,4,"",2,1997,"Nov",8586,335
2021-05-05,"52.4098968505859375","-1.8141021728515625","EN",2,"",NA,58.518,5,5,5,4,4,2,5,4,2,11,1,2,4,"",185,7,2,3,"",2,2020,"Nov",185,336
2021-05-05,"51.81640625","-0.3572998046875","EN",1,"",63.717,NA,2,2,2,2,1,2,4,4,4,11,1,2,1,"",185,16,2,4,"",1,2018,"Nov",916,337
2021-05-05,"50.9972991943359375","-0.1053009033203125","EN",1,"",26.133,NA,4,1,2,1,1,1,4,2,17,6,1,1,2,"",185,31,1,4,"",1,2005,"Jun",5817,338
2021-05-05,"51.3986053466796875","-3.2790985107421875","EN",2,"",31.801,NA,3,1,1,1,1,1,5,5,5,1,1,1,7,"service",185,16,2,4,"",1,2017,"Jan",1585,339
2021-05-05,"52.044403076171875","1.1273040771484375","EN",2,"",25.814,NA,3,4,5,4,4,4,2,2,4,6,1,1,4,"",185,33,2,2,"",1,2018,"Jun",1069,340
2021-05-05,"52.0435028076171875","1.1842041015625","EN",2,"",NA,23.032,4,5,5,4,5,4,1,2,4,6,1,1,3,"",185,8,1,4,"",2,2018,"Jun",1069,341
2021-05-05,"51.6674041748046875","-0.61480712890625","EN",2,"",25.28,NA,4,2,1,1,1,1,4,2,3,3,1,2,4,"",185,15,1,4,"",1,2019,"Mar",796,342
2021-05-05,"55.5529022216796875","-4.6613006591796875","EN",1,"",NA,22.274,4,5,5,5,4,5,4,4,9,1,1,1,7,"art",185,25,2,4,"",2,2013,"Jan",3046,343
2021-05-05,"54.9958038330078125","-1.689697265625","EN",1,"",126.226,NA,1,1,1,1,1,1,5,5,9,4,1,1,1,"",185,13,1,4,"",1,2013,"Apr",2956,344
2021-05-05,"54.536895751953125","-1.04400634765625","EN",2,"",21.34,NA,4,1,1,1,1,1,2,2,4,8,1,1,4,"",185,23,2,4,"",1,2018,"Aug",1008,345
2021-05-05,"54.5395965576171875","-5.975006103515625","EN",1,"",NA,47.093,5,5,5,5,4,5,2,4,11,2,1,1,7,"Hairdressing",185,12,2,6,"College",2,2011,"Feb",3746,346
2021-05-05,"52.299102783203125","-0.6941986083984375","EN",1,"",NA,27.341,5,5,5,1,1,1,4,5,23,9,1,1,3,"",185,38,2,6,"Masters",2,1999,"Sep",7917,347
2021-05-05,"52.9994049072265625","-1.131805419921875","EN",1,"",21.419,NA,5,1,1,1,1,2,4,1,5,3,1,1,2,"",185,10,1,4,"",1,2017,"Mar",1526,348
2021-05-05,"54.2527008056640625","20.812103271484375","EN",1,"",NA,41.347,3,4,4,3,4,3,3,4,3,5,1,2,1,"",185,4,1,3,"",2,2019,"May",735,349
2021-05-05,"51.252105712890625","-0.7295074462890625","EN",2,"",NA,22.508,4,5,5,4,4,4,5,5,7,3,1,2,7,"Selling antiques and second hand goods.",185,28,2,4,"",2,2015,"Mar",2257,351
2021-05-05,"55.96319580078125","-3.2545928955078125","EN",1,"",26.919,NA,2,1,1,4,2,3,4,2,2,4,1,1,1,"",185,36,2,4,"",1,2020,"Apr",399,352
2021-05-05,"51.797698974609375","-2.43060302734375","EN",1,"",NA,24.967,4,5,5,4,3,3,4,4,4,9,1,1,3,"",185,12,2,4,"",2,2018,"Sep",977,353
2021-05-05,"52.136505126953125","-1.7859954833984375","EN",2,"",NA,30.733,4,4,5,2,4,2,2,3,3,2,1,1,3,"",185,9,1,4,"",2,2019,"Feb",824,354
2021-05-05,"51.797698974609375","-2.43060302734375","EN",1,"",NA,32.906,5,4,5,3,2,1,5,5,7,8,1,2,7,"Catering Services",185,42,1,4,"",2,2015,"Aug",2104,355
2021-05-05,"55.9488983154296875","-3.1631927490234375","EN",1,"",NA,21.01,4,5,5,1,2,2,2,4,8,6,1,1,3,"",185,13,1,4,"",2,2014,"Jun",2530,356
2021-05-05,"51.7657012939453125","-1.279693603515625","EN",1,"",21.377,NA,1,1,1,1,1,1,4,5,10,11,1,2,7,"Hospitality",185,14,1,4,"",1,2012,"Nov",3107,357
2021-05-05,"53.576904296875","-2.718505859375","EN",1,"",24.946,NA,1,1,1,1,1,1,1,4,6,11,1,1,7,"Training",185,16,1,4,"",1,2016,"Nov",1646,358
2021-05-05,"52.8939971923828125","-1.4235992431640625","EN",2,"",112.266,NA,2,2,1,1,1,1,3,2,35,10,1,1,1,"",185,16,1,2,"",1,1987,"Oct",12270,359
2021-05-05,"51.00750732421875","-3.10150146484375","EN",1,"",NA,31.208,5,5,5,4,4,4,4,5,3,5,1,1,7,"Entertainment Industry/ Video Production",185,10,1,4,"",2,2019,"May",735,360
2021-05-05,"51.49969482421875","-0.468902587890625","EN",1,"",NA,43.757,4,4,4,4,5,4,4,4,5,4,1,1,1,"",185,19,1,4,"",2,2017,"Apr",1495,361
2021-05-05,"54.1165924072265625","-3.2350006103515625","EN",2,"",NA,45.169,5,5,5,3,4,3,5,5,10,7,1,2,7,"Outdoor pursuits",185,42,1,3,"",2,2012,"Jul",3230,362
2021-05-05,"52.193206787109375","0.1425933837890625","EN",1,"",NA,34.091,4,5,5,4,4,4,2,2,5,7,1,1,7,"Consultancy",185,23,1,4,"",2,2017,"Jul",1404,363
2021-05-05,"53.3809051513671875","-3.098602294921875","EN",2,"",NA,50.709,5,5,5,4,4,5,1,1,7,12,1,1,1,"",185,14,1,2,"",2,2015,"Dec",1982,364
2021-05-05,"52.7176055908203125","1.7003936767578125","EN",1,"",129.067,NA,1,1,1,1,1,1,1,4,17,10,1,1,4,"",185,33,1,2,"",1,2005,"Oct",5695,365
2021-05-05,"53.115997314453125","-3.039703369140625","EN",1,"",NA,56.722,5,5,5,4,3,4,1,2,40,4,1,1,4,"",185,22,2,4,"",2,1982,"Apr",14279,366
2021-05-05,"55.86700439453125","-4.2621002197265625","EN",2,"",90.599,NA,2,2,2,1,1,1,3,5,3,6,1,1,1,"",185,13,2,4,"",1,2019,"Jun",704,367
2021-05-05,"51.276702880859375","0.1840057373046875","EN",2,"",NA,21.797,3,4,4,3,4,3,4,4,5,8,1,2,7,"Arts",185,20,1,4,"",2,2017,"Aug",1373,368
